team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_values
Minnesota Wild,30,Regular Season,2,Other,0,0,2024,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,2636.0,1,0,0,0,53,31,power_play_net_pct,0.1641789972782135
Winnipeg Jets,52,Regular Season,2,Other,0,0,2024,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,2697.0,1,0,0,0,54,37,power_play_net_pct,0.31972700357437134
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2024,-0.37614678899082568807,8,6,1,0.75,0.16666667,2671.0,1,0,0,0,52,31,power_play_net_pct,0.256197988986969
Seattle Kraken,55,Regular Season,2,Other,0,0,2024,-0.18333333333333333333,4,1,0,0.25,1e-09,2598.0,1,0,0,0,53,23,power_play_net_pct,0.18367299437522888
Utah Hockey Club,59,Regular Season,2,Other,0,0,2024,0E-20,1,0,0,9.999999717180685e-10,1.0,2467.0,1,0,0,0,51,21,power_play_net_pct,0.2056729942560196
New Jersey Devils,1,Regular Season,2,Other,0,0,2007,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3747.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.36829463570856685
New York Islanders,2,Regular Season,2,Other,0,0,2007,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3637.0,1,0,0,0,82,35,low_danger_goals_for_per_60_minutes,0.2639538080835854
New York Rangers,3,Regular Season,2,Other,0,0,2007,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3621.0,1,0,0,0,82,42,low_danger_goals_for_per_60_minutes,0.347970173985087
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2007,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3510.0,1,0,0,0,82,42,low_danger_goals_for_per_60_minutes,0.3418803418803419
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2007,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3578.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.3018446059250978
Boston Bruins,6,Regular Season,2,Other,0,0,2007,3.8333333333333333,100,77,6,0.77,0.077922076,3715.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.3876177658142665
Buffalo Sabres,7,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3631.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.2974387221151198
Montreal Canadiens,8,Regular Season,2,Other,0,0,2007,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3634.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.31370390753990096
Ottawa Senators,9,Regular Season,2,Other,0,0,2007,1.5000000000000000,32,16,4,0.5,0.25,3576.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.5033557046979866
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2007,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3637.0,1,0,0,0,82,36,low_danger_goals_for_per_60_minutes,0.4454220511410503
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2007,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3721.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.3708680462241333
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2007,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3556.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.3712035995500562
Florida Panthers,13,Regular Season,2,Other,0,0,2007,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3703.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.32406157169862276
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2007,0.09433962264150943396,32,16,3,0.5,0.1875,3805.0,1,0,0,0,82,31,low_danger_goals_for_per_60_minutes,0.2049934296977661
Washington Capitals,15,Regular Season,2,Other,0,0,2007,2.5714285714285714,50,33,1,0.66,0.030303031,3675.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.39183673469387753
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2007,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3535.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.3564356435643564
Detroit Red Wings,17,Regular Season,2,Other,0,0,2007,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3586.0,1,0,0,0,82,54,low_danger_goals_for_per_60_minutes,0.36809815950920244
Nashville Predators,18,Regular Season,2,Other,0,0,2007,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3623.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.34777808446039193
St Louis Blues,19,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3632.0,1,0,0,0,82,33,low_danger_goals_for_per_60_minutes,0.31387665198237885
Calgary Flames,20,Regular Season,2,Other,0,0,2007,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3610.0,1,0,0,0,82,42,low_danger_goals_for_per_60_minutes,0.33240997229916897
Colorado Avalanche,21,Regular Season,2,Other,0,0,2007,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3751.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.2559317515329246
Edmonton Oilers,22,Regular Season,2,Other,0,0,2007,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3636.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.36303630363036304
Vancouver Canucks,23,Regular Season,2,Other,0,0,2007,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3561.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.3201347935973041
Anaheim Ducks,24,Regular Season,2,Other,0,0,2007,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3537.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.2544529262086514
Dallas Stars,25,Regular Season,2,Other,0,0,2007,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3630.0,1,0,0,0,82,45,low_danger_goals_for_per_60_minutes,0.24793388429752067
Los Angeles Kings,26,Regular Season,2,Other,0,0,2007,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3684.0,1,0,0,0,82,32,low_danger_goals_for_per_60_minutes,0.3257328990228013
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2007,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3696.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.2922077922077922
San Jose Sharks,28,Regular Season,2,Other,0,0,2007,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3650.0,1,0,0,0,82,49,low_danger_goals_for_per_60_minutes,0.27945205479452057
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2007,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3580.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.2346368715083799
Minnesota Wild,30,Regular Season,2,Other,0,0,2007,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3683.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.47244094488188976
New Jersey Devils,1,Regular Season,2,Other,0,0,2008,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3758.0,1,0,0,0,82,51,low_danger_goals_for_per_60_minutes,0.35125066524747206
New York Islanders,2,Regular Season,2,Other,0,0,2008,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3688.0,1,0,0,0,82,26,low_danger_goals_for_per_60_minutes,0.1789587852494577
New York Rangers,3,Regular Season,2,Other,0,0,2008,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3660.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.2786885245901639
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2008,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3622.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.3147432357813363
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2008,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3630.0,1,0,0,0,82,45,low_danger_goals_for_per_60_minutes,0.2809917355371901
Boston Bruins,6,Regular Season,2,Other,0,0,2008,3.8333333333333333,100,77,6,0.77,0.077922076,3806.0,1,0,0,0,82,53,low_danger_goals_for_per_60_minutes,0.3468208092485549
Buffalo Sabres,7,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3649.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.27952863798300903
Montreal Canadiens,8,Regular Season,2,Other,0,0,2008,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3617.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.4976499861763893
Ottawa Senators,9,Regular Season,2,Other,0,0,2008,1.5000000000000000,32,16,4,0.5,0.25,3674.0,1,0,0,0,82,36,low_danger_goals_for_per_60_minutes,0.3592814371257485
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2008,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3780.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.4444444444444444
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2008,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3611.0,1,0,0,0,82,35,low_danger_goals_for_per_60_minutes,0.34893381334810303
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2008,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3677.0,1,0,0,0,82,45,low_danger_goals_for_per_60_minutes,0.4732118574925211
Florida Panthers,13,Regular Season,2,Other,0,0,2008,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3783.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.317208564631245
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2008,0.09433962264150943396,32,16,3,0.5,0.1875,3587.0,1,0,0,0,82,24,low_danger_goals_for_per_60_minutes,0.23417897964873152
Washington Capitals,15,Regular Season,2,Other,0,0,2008,2.5714285714285714,50,33,1,0.66,0.030303031,3669.0,1,0,0,0,82,50,low_danger_goals_for_per_60_minutes,0.3270645952575634
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2008,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3684.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.4723127035830619
Detroit Red Wings,17,Regular Season,2,Other,0,0,2008,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3714.0,1,0,0,0,82,51,low_danger_goals_for_per_60_minutes,0.5008077544426495
Nashville Predators,18,Regular Season,2,Other,0,0,2008,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3716.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.33907427341227125
St Louis Blues,19,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3613.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.21588707445336286
Calgary Flames,20,Regular Season,2,Other,0,0,2008,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3604.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.34961154273029965
Colorado Avalanche,21,Regular Season,2,Other,0,0,2008,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3774.0,1,0,0,0,82,32,low_danger_goals_for_per_60_minutes,0.3338632750397456
Edmonton Oilers,22,Regular Season,2,Other,0,0,2008,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3671.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.42495232906564967
Vancouver Canucks,23,Regular Season,2,Other,0,0,2008,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3589.0,1,0,0,0,82,45,low_danger_goals_for_per_60_minutes,0.21733073279465032
Anaheim Ducks,24,Regular Season,2,Other,0,0,2008,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3655.0,1,0,0,0,82,42,low_danger_goals_for_per_60_minutes,0.27906976744186046
Dallas Stars,25,Regular Season,2,Other,0,0,2008,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3667.0,1,0,0,0,82,36,low_danger_goals_for_per_60_minutes,0.32724297791109896
Los Angeles Kings,26,Regular Season,2,Other,0,0,2008,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3590.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.31754874651810583
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2008,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3781.0,1,0,0,0,82,36,low_danger_goals_for_per_60_minutes,0.36498280878074585
San Jose Sharks,28,Regular Season,2,Other,0,0,2008,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3738.0,1,0,0,0,82,53,low_danger_goals_for_per_60_minutes,0.27287319422150885
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2008,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3693.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.42242079610073113
Minnesota Wild,30,Regular Season,2,Other,0,0,2008,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3774.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.397456279809221
New Jersey Devils,1,Regular Season,2,Other,0,0,2009,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3954.0,1,0,0,0,82,48,low_danger_goals_for_per_60_minutes,0.47040971168437024
New York Islanders,2,Regular Season,2,Other,0,0,2009,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3798.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.315955766192733
New York Rangers,3,Regular Season,2,Other,0,0,2009,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3762.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.23923444976076555
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2009,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3679.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.342484370752922
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2009,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3683.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.43985881075210426
Boston Bruins,6,Regular Season,2,Other,0,0,2009,3.8333333333333333,100,77,6,0.77,0.077922076,3921.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.36725325172149964
Buffalo Sabres,7,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3776.0,1,0,0,0,82,45,low_danger_goals_for_per_60_minutes,0.4608050847457627
Montreal Canadiens,8,Regular Season,2,Other,0,0,2009,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3874.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.35622096024780586
Ottawa Senators,9,Regular Season,2,Other,0,0,2009,1.5000000000000000,32,16,4,0.5,0.25,3793.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.34800949116794094
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2009,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3817.0,1,0,0,0,82,30,low_danger_goals_for_per_60_minutes,0.4244170814776002
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2009,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3703.0,1,0,0,0,82,35,low_danger_goals_for_per_60_minutes,0.356467728868485
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2009,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3735.0,1,0,0,0,82,35,low_danger_goals_for_per_60_minutes,0.3855421686746988
Florida Panthers,13,Regular Season,2,Other,0,0,2009,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3842.0,1,0,0,0,82,32,low_danger_goals_for_per_60_minutes,0.28110359187922956
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2009,0.09433962264150943396,32,16,3,0.5,0.1875,3711.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.3556992724333064
Washington Capitals,15,Regular Season,2,Other,0,0,2009,2.5714285714285714,50,33,1,0.66,0.030303031,3799.0,1,0,0,0,82,54,low_danger_goals_for_per_60_minutes,0.41063437746775466
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2009,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3876.0,1,0,0,0,82,52,low_danger_goals_for_per_60_minutes,0.3715170278637771
Detroit Red Wings,17,Regular Season,2,Other,0,0,2009,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.37383177570093457
Nashville Predators,18,Regular Season,2,Other,0,0,2009,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3920.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.3520408163265306
St Louis Blues,19,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3671.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.40860800871697084
Calgary Flames,20,Regular Season,2,Other,0,0,2009,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3827.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.36059576691925793
Colorado Avalanche,21,Regular Season,2,Other,0,0,2009,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3801.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.23677979479084452
Edmonton Oilers,22,Regular Season,2,Other,0,0,2009,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3803.0,1,0,0,0,82,27,low_danger_goals_for_per_60_minutes,0.4259794898764134
Vancouver Canucks,23,Regular Season,2,Other,0,0,2009,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3724.0,1,0,0,0,82,49,low_danger_goals_for_per_60_minutes,0.5800214822771214
Anaheim Ducks,24,Regular Season,2,Other,0,0,2009,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3779.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.28578989150568934
Dallas Stars,25,Regular Season,2,Other,0,0,2009,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3829.0,1,0,0,0,82,37,low_danger_goals_for_per_60_minutes,0.3447375293810394
Los Angeles Kings,26,Regular Season,2,Other,0,0,2009,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3791.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.3165391717225007
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2009,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3758.0,1,0,0,0,82,50,low_danger_goals_for_per_60_minutes,0.41511442256519426
San Jose Sharks,28,Regular Season,2,Other,0,0,2009,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3755.0,1,0,0,0,82,51,low_danger_goals_for_per_60_minutes,0.3195739014647137
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2009,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3778.0,1,0,0,0,82,32,low_danger_goals_for_per_60_minutes,0.38115404976177875
Minnesota Wild,30,Regular Season,2,Other,0,0,2009,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3776.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.2701271186440678
New Jersey Devils,1,Regular Season,2,Other,0,0,2010,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,4000.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.27
New York Islanders,2,Regular Season,2,Other,0,0,2010,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3783.0,1,0,0,0,82,30,low_danger_goals_for_per_60_minutes,0.2696272799365583
New York Rangers,3,Regular Season,2,Other,0,0,2010,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3864.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.2639751552795031
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2010,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3780.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.25396825396825395
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2010,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3707.0,1,0,0,0,82,49,low_danger_goals_for_per_60_minutes,0.3722686808740221
Boston Bruins,6,Regular Season,2,Other,0,0,2010,3.8333333333333333,100,77,6,0.77,0.077922076,3929.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.39704759480783913
Buffalo Sabres,7,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3856.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.46680497925311204
Montreal Canadiens,8,Regular Season,2,Other,0,0,2010,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3776.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.3177966101694915
Ottawa Senators,9,Regular Season,2,Other,0,0,2010,1.5000000000000000,32,16,4,0.5,0.25,3867.0,1,0,0,0,82,32,low_danger_goals_for_per_60_minutes,0.23273855702094648
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2010,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3811.0,1,0,0,0,82,37,low_danger_goals_for_per_60_minutes,0.5352925741275256
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2010,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3909.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.3683806600153492
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2010,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3777.0,1,0,0,0,82,40,low_danger_goals_for_per_60_minutes,0.22239872915011913
Florida Panthers,13,Regular Season,2,Other,0,0,2010,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3910.0,1,0,0,0,82,30,low_danger_goals_for_per_60_minutes,0.35294117647058826
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2010,0.09433962264150943396,32,16,3,0.5,0.1875,3751.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.1919488136496934
Washington Capitals,15,Regular Season,2,Other,0,0,2010,2.5714285714285714,50,33,1,0.66,0.030303031,3857.0,1,0,0,0,82,48,low_danger_goals_for_per_60_minutes,0.37334716100596316
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2010,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3967.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.34786992689689944
Detroit Red Wings,17,Regular Season,2,Other,0,0,2010,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.5763239875389408
Nashville Predators,18,Regular Season,2,Other,0,0,2010,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3897.0,1,0,0,0,82,44,low_danger_goals_for_per_60_minutes,0.3849114703618168
St Louis Blues,19,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3883.0,1,0,0,0,82,38,low_danger_goals_for_per_60_minutes,0.509915014164306
Calgary Flames,20,Regular Season,2,Other,0,0,2010,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3836.0,1,0,0,0,82,41,low_danger_goals_for_per_60_minutes,0.4692387904066736
Colorado Avalanche,21,Regular Season,2,Other,0,0,2010,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3841.0,1,0,0,0,82,30,low_danger_goals_for_per_60_minutes,0.39052330122363965
Edmonton Oilers,22,Regular Season,2,Other,0,0,2010,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3780.0,1,0,0,0,82,25,low_danger_goals_for_per_60_minutes,0.25396825396825395
Vancouver Canucks,23,Regular Season,2,Other,0,0,2010,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3820.0,1,0,0,0,82,54,low_danger_goals_for_per_60_minutes,0.42408376963350786
Anaheim Ducks,24,Regular Season,2,Other,0,0,2010,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3845.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.21846553966189858
Dallas Stars,25,Regular Season,2,Other,0,0,2010,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3803.0,1,0,0,0,82,42,low_danger_goals_for_per_60_minutes,0.48908756245069684
Los Angeles Kings,26,Regular Season,2,Other,0,0,2010,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3854.0,1,0,0,0,82,46,low_danger_goals_for_per_60_minutes,0.38920601971977165
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2010,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3858.0,1,0,0,0,82,43,low_danger_goals_for_per_60_minutes,0.37325038880248834
San Jose Sharks,28,Regular Season,2,Other,0,0,2010,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3903.0,1,0,0,0,82,48,low_danger_goals_for_per_60_minutes,0.415065334358186
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2010,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3771.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.44550517104216386
Minnesota Wild,30,Regular Season,2,Other,0,0,2010,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3828.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.31347962382445144
New Jersey Devils,1,Regular Season,2,Other,0,0,2011,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3938.0,1,0,0,0,82,48,low_danger_goals_for_per_60_minutes,0.2894870492635856
New York Islanders,2,Regular Season,2,Other,0,0,2011,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4006.0,1,0,0,0,82,34,low_danger_goals_for_per_60_minutes,0.10484273589615577
New York Rangers,3,Regular Season,2,Other,0,0,2011,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3885.0,1,0,0,0,82,51,low_danger_goals_for_per_60_minutes,0.3861003861003861
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2011,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3697.0,1,0,0,0,82,47,low_danger_goals_for_per_60_minutes,0.42196375439545575
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2011,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3865.0,1,0,0,0,82,51,low_danger_goals_for_per_60_minutes,0.4036222509702458
Boston Bruins,6,Regular Season,2,Other,0,0,2011,3.8333333333333333,100,77,6,0.77,0.077922076,3962.0,1,0,0,0,82,49,low_danger_goals_for_per_60_minutes,0.408884401817264
Buffalo Sabres,7,Regular Season,2,Other,0,0,2011,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3953.0,1,0,0,0,82,39,low_danger_goals_for_per_60_minutes,0.30356691120667845
Montreal Canadiens,8,Regular Season,2,Other,0,0,2011,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3766.0,1,0,0,0,82,31,low_danger_goals_for_per_60_minutes,0.4142326075411577
